User,Unauthorized Privilege Escalation,Toxic Privileges,SoD Violation,Conflicting Roles
User2072,Yes,finance:AuditTransactions,No,
User505,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2080,Yes,finance:AuditTransactions,No,
User2086,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2088,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2089,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2092,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2595,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1085,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2103,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1406,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1237,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User4923,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2121,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2122,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2126,Yes,finance:AuditTransactions,No,
User2128,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1065,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2130,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2297,Yes,finance:AuditTransactions,No,
User2138,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2139,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1549,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2148,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2156,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3396,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4626,Yes,hr:ManageSalaries,Yes,HR-Payroll
User220,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2176,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User1047,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User491,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1517,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2178,Yes,finance:AuditTransactions,No,
User861,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2185,Yes,finance:AuditTransactions,No,
User2192,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User530,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2193,Yes,finance:AuditTransactions,No,
User424,Yes,hr:ManageSalaries,Yes,HR-Payroll
User900,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User2379,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2203,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User3189,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2210,Yes,finance:AuditTransactions,No,
User2867,Yes,finance:AuditTransactions,No,
User2165,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2219,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2221,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2223,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4945,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User3564,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User260,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2228,Yes,finance:AuditTransactions,No,
User3466,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User4834,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User621,Yes,hr:ManageSalaries,Yes,HR-Payroll
User384,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2259,Yes,hr:ManageSalaries,Yes,HR-Payroll
User1667,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2278,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2283,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3831,Yes,finance:AuditTransactions,No,
User2285,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2512,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2527,Yes,finance:AuditTransactions;iam:CreateUser;iam:DetachRolePolicy,No,
User2418,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2312,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User4234,Yes,hr:ManageSalaries,Yes,HR-Payroll
User3007,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2322,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2325,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User469,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2326,Yes,finance:AuditTransactions,No,
User3883,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User3291,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2330,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1657,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
User4108,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2085,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User1646,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User127,Yes,hr:ManageSalaries,Yes,HR-Payroll
User2347,Yes,finance:AuditTransactions;hr:ManageSalaries,Yes,HR-Payroll
User2349,Yes,finance:AuditTransactions,Yes,Finance-Auditor
User2351,Yes,iam:CreateUser;iam:DetachRolePolicy,No,
